unit_id,seed,model,pattern,context_slug,project_context,n_files,avg_mi_score,avg_cbo,avg_lcom_star,avg_rfc,avg_dit,ck_overall_score,ck_status
qwen-qwen2-5-14b-instruct__Singleton__car-rental-management__rep0,42,qwen25_14b,Singleton,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,70.17,1.0,0.14000001,1.2,1.0,84.8,ok
qwen-qwen2-5-14b-instruct__Singleton__food-delivery-management__rep0,42,qwen25_14b,Singleton,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",3,60.51,1.0,0.6666667,1.0,1.0,80.0,ok
qwen-qwen2-5-14b-instruct__Singleton__gym-membership-platform__rep0,42,qwen25_14b,Singleton,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",4,77.3,1.0,0.1625,0.0,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Singleton__hospital-appointment-scheduler__rep0,42,qwen25_14b,Singleton,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",7,66.44,1.2857142857142858,0.21428571714285713,0.5714285714285714,1.0,83.42857142857143,ok
qwen-qwen2-5-14b-instruct__Singleton__hotel-reservation-system__rep0,42,qwen25_14b,Singleton,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",1,52.05,1.0,0.5,1.0,1.0,80.0,ok
qwen-qwen2-5-14b-instruct__Singleton__issue-tracking-system__rep0,42,qwen25_14b,Singleton,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",3,76.51,1.0,0.16666666666666666,0.0,1.0,85.33333333333333,ok
qwen-qwen2-5-14b-instruct__Singleton__learning-management-system__rep0,42,qwen25_14b,Singleton,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",6,61.33,0.8333333333333334,0.46468255,0.16666666666666666,1.0,80.0,ok
qwen-qwen2-5-14b-instruct__Singleton__library-management-system__rep0,42,qwen25_14b,Singleton,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",3,61.59,1.3333333333333333,0.3333333333333333,1.0,1.0,82.66666666666667,ok
qwen-qwen2-5-14b-instruct__Singleton__payroll-and-hr-system__rep0,42,qwen25_14b,Singleton,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",4,66.87,1.0,0.15625,1.25,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Singleton__school-management-platform__rep0,42,qwen25_14b,Singleton,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",2,63.28,1.0,0.33333335,1.5,1.0,84.0,ok
qwen-qwen2-5-14b-instruct__Singleton__warehouse-inventory-tracker__rep0,42,qwen25_14b,Singleton,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",3,60.79,1.0,0.16666666666666666,1.0,1.0,85.33333333333333,ok
qwen-qwen2-5-14b-instruct__Strategy__banking-account-management__rep0,42,qwen25_14b,Strategy,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",6,63.66,2.0,0.10714286666666667,2.1666666666666665,1.1666666666666667,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Strategy__car-rental-management__rep0,42,qwen25_14b,Strategy,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,66.23,2.0,0.141666668,2.4,1.0,84.8,ok
qwen-qwen2-5-14b-instruct__Strategy__food-delivery-management__rep0,42,qwen25_14b,Strategy,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",6,65.83,1.6666666666666667,0.0,1.1666666666666667,1.0,88.0,ok
qwen-qwen2-5-14b-instruct__Strategy__gym-membership-platform__rep0,42,qwen25_14b,Strategy,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,66.49,1.0,0.066666668,0.6,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__hospital-appointment-scheduler__rep0,42,qwen25_14b,Strategy,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",4,69.48,1.5,0.0625,1.5,1.0,86.0,ok
qwen-qwen2-5-14b-instruct__Strategy__hotel-reservation-system__rep0,42,qwen25_14b,Strategy,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",5,65.75,1.2,0.195,1.8,1.0,84.8,ok
qwen-qwen2-5-14b-instruct__Strategy__issue-tracking-system__rep0,42,qwen25_14b,Strategy,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",7,64.11,1.7142857142857142,0.25,2.0,1.2857142857142858,82.0,ok
qwen-qwen2-5-14b-instruct__Strategy__learning-management-system__rep0,42,qwen25_14b,Strategy,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",5,67.21,1.2,0.08888889,0.8,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__library-management-system__rep0,42,qwen25_14b,Strategy,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,60.2,1.6,0.2,3.0,1.0,84.8,ok
qwen-qwen2-5-14b-instruct__Strategy__payroll-and-hr-system__rep0,42,qwen25_14b,Strategy,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",5,69.54,1.2,0.066666668,1.0,1.0,86.4,ok
qwen-qwen2-5-14b-instruct__Strategy__school-management-platform__rep0,42,qwen25_14b,Strategy,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",6,67.81,1.3333333333333333,0.055555556666666665,1.1666666666666667,1.0,86.66666666666667,ok
qwen-qwen2-5-14b-instruct__Strategy__warehouse-inventory-tracker__rep0,42,qwen25_14b,Strategy,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,68.4,1.8333333333333333,0.11111111666666666,1.3333333333333333,1.0,86.66666666666667,ok
